Deep Learning with 9 features
#,Data Point,,MI_dir_L1_weight,H_L1_weight,MI_dir_L3_weight,H_L3_weight,MI_dir_L0.1_weight,H_L0.1_weight,MI_dir_L5_weight,H_L5_weight,MI_dir_L0.01_weight,,Predicted,,True
116,[689.1479322 689.1479322 256.0563791 256.0563791 6501.597344 6501.597344 163.7048833 163.7048833 59308.33876000001],,MI_dir_L0.1_weight > 6431.98,MI_dir_L0.01_weight > 29578.76,H_L0.1_weight > 6431.98,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L5_weight > 155.08,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,MI_dir_L5_weight > 155.08,,2,,2
117,[536.0907553000002 536.0907553000002 161.37886650000004 161.37886650000004 5465.990925 5465.990925 90.80643536 90.80643536 33666.12132],,MI_dir_L0.01_weight > 29578.76,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,140.94 < MI_dir_L3_weight <= 252.04,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,2.62 < H_L5_weight <= 92.61,140.94 < H_L3_weight <= 252.04,2.62 < MI_dir_L5_weight <= 92.61,,2,,2
118,[589.6405268 589.6405268 186.9947936 186.9947936 6151.001155 6151.001155 107.06189740000002 107.06189740000002 18101.25991],,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,11161.10 < MI_dir_L0.01_weight <= 29578.76,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
119,[468.4231118 468.4231118 221.8399485 221.8399485 3965.959106 3965.959106 158.3560008 158.3560008 13961.22645],,3427.45 < H_L0.1_weight <= 6431.98,3427.45 < MI_dir_L0.1_weight <= 6431.98,372.30 < MI_dir_L1_weight <= 710.26,H_L5_weight > 155.08,11161.10 < MI_dir_L0.01_weight <= 29578.76,140.94 < H_L3_weight <= 252.04,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,MI_dir_L5_weight > 155.08,,2,,2
120,[790.4603122999998 790.4603122999998 286.2070699 286.2070699 6459.124569 6459.124569 193.1586663 193.1586663 57943.53197],,MI_dir_L0.01_weight > 29578.76,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,MI_dir_L3_weight > 252.04,H_L5_weight > 155.08,H_L3_weight > 252.04,MI_dir_L5_weight > 155.08,,2,,2
121,[592.2433629 592.2433629 173.07222140000005 173.07222140000005 5738.181973 5738.181973 100.9111077 100.9111077 12111.22852],,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,11161.10 < MI_dir_L0.01_weight <= 29578.76,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,140.94 < H_L3_weight <= 252.04,,2,,2
122,[153.3521074 153.3521074 28.65191775 28.65191775 1974.430632 1974.430632 12.53939915 12.53939915 19354.867],,11.01 < MI_dir_L0.1_weight <= 3427.45,11.01 < H_L0.1_weight <= 3427.45,3.06 < MI_dir_L1_weight <= 372.30,11161.10 < MI_dir_L0.01_weight <= 29578.76,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,2.62 < MI_dir_L5_weight <= 92.61,2.62 < H_L5_weight <= 92.61,,2,,2
123,[656.4365004 656.4365004 219.77013880000004 219.77013880000004 6457.86411 6457.86411 127.331979 127.331979 50635.38018],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L0.01_weight > 29578.76,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
124,[321.82466789999995 321.82466789999995 86.43786208 86.43786208 3824.863003 3824.863003 47.94719303 47.94719303 32016.17826],,MI_dir_L0.01_weight > 29578.76,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,3.06 < MI_dir_L1_weight <= 372.30,3.06 < H_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,2.95 < MI_dir_L3_weight <= 140.94,2.62 < H_L5_weight <= 92.61,2.62 < MI_dir_L5_weight <= 92.61,,2,,2
125,[168.45513200000005 168.45513200000005 49.93530811 49.93530811 1815.906703 1815.906703 33.71912294 33.71912294 7628.159895999999],,11.01 < MI_dir_L0.1_weight <= 3427.45,11.01 < H_L0.1_weight <= 3427.45,100.09 < MI_dir_L0.01_weight <= 11161.10,3.06 < MI_dir_L1_weight <= 372.30,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,2.62 < H_L5_weight <= 92.61,2.62 < MI_dir_L5_weight <= 92.61,,2,,2
126,[725.1219388 725.1219388 286.5888412 286.5888412 6564.1789 6564.1789 188.1575326 188.1575326 19941.52643],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L3_weight > 252.04,MI_dir_L1_weight > 710.26,H_L3_weight > 252.04,H_L1_weight > 710.26,11161.10 < MI_dir_L0.01_weight <= 29578.76,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,2,,2
127,[232.6369387 232.6369387 96.69427725 96.69427725 2276.013495 2276.013495 76.77010723 76.77010723 22654.24828],,11.01 < MI_dir_L0.1_weight <= 3427.45,11.01 < H_L0.1_weight <= 3427.45,2.95 < MI_dir_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,11161.10 < MI_dir_L0.01_weight <= 29578.76,3.06 < H_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,2.62 < MI_dir_L5_weight <= 92.61,2.62 < H_L5_weight <= 92.61,,2,,2
128,[587.4344147 587.4344147 163.6406928 163.6406928 5999.370351 5999.370351 86.26233988 86.26233988 34216.23541],,MI_dir_L0.01_weight > 29578.76,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,372.30 < MI_dir_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,2.62 < H_L5_weight <= 92.61,372.30 < H_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,2.62 < MI_dir_L5_weight <= 92.61,,2,,2
129,[636.2773679 636.2773679 224.8984491 224.8984491 6171.160594 6171.160594 140.7772221 140.7772221 30146.64643],,MI_dir_L0.01_weight > 29578.76,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,92.61 < MI_dir_L5_weight <= 155.08,140.94 < H_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,,2,,2
130,[736.0867624 736.0867624 227.3553278 227.3553278 6775.256197 6775.256197 118.8845082 118.8845082 47888.94945],,MI_dir_L0.01_weight > 29578.76,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,92.61 < MI_dir_L5_weight <= 155.08,92.61 < H_L5_weight <= 155.08,,2,,2
131,[639.9857538 639.9857538 216.3157733 216.3157733 6294.213944 6294.213944 125.3374138 125.3374138 37922.64017],,MI_dir_L0.01_weight > 29578.76,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,372.30 < MI_dir_L1_weight <= 710.26,92.61 < H_L5_weight <= 155.08,372.30 < H_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
132,[332.5945219 332.5945219 124.0829671 124.0829671 3191.347668 3191.347668 78.94112747 78.94112747 22414.0587],,11.01 < MI_dir_L0.1_weight <= 3427.45,11.01 < H_L0.1_weight <= 3427.45,11161.10 < MI_dir_L0.01_weight <= 29578.76,3.06 < H_L1_weight <= 372.30,2.62 < H_L5_weight <= 92.61,3.06 < MI_dir_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,2.62 < MI_dir_L5_weight <= 92.61,,2,,2
133,[595.3410727999999 595.3410727999999 158.67252109999995 158.67252109999995 6402.51101 6402.51101 81.85567101 81.85567101 44404.40357],,MI_dir_L0.01_weight > 29578.76,3427.45 < H_L0.1_weight <= 6431.98,3427.45 < MI_dir_L0.1_weight <= 6431.98,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,2.62 < MI_dir_L5_weight <= 92.61,2.62 < H_L5_weight <= 92.61,140.94 < H_L3_weight <= 252.04,,2,,2
134,[641.9318463999998 641.9318463999998 160.3764564 160.3764564 7586.556912000001 7586.556912000001 114.8009758 114.8009758 56333.04338],,MI_dir_L0.01_weight > 29578.76,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,372.30 < MI_dir_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,372.30 < H_L1_weight <= 710.26,92.61 < H_L5_weight <= 155.08,140.94 < MI_dir_L3_weight <= 252.04,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
135,[601.5936846 601.5936846 215.7969328 215.7969328 5971.362879 5971.362879 144.202916 144.202916 41996.82419],,MI_dir_L0.01_weight > 29578.76,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,92.61 < H_L5_weight <= 155.08,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
136,[659.5032414 659.5032414 230.1401321 230.1401321 6437.505975 6437.505975 137.9287936 137.9287936 61002.85679],,MI_dir_L0.1_weight > 6431.98,MI_dir_L0.01_weight > 29578.76,H_L0.1_weight > 6431.98,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
137,[536.5712442 536.5712442 210.3506199 210.3506199 4048.043904 4048.043904 130.91989180000002 130.91989180000002 25771.13207],,3427.45 < H_L0.1_weight <= 6431.98,3427.45 < MI_dir_L0.1_weight <= 6431.98,11161.10 < MI_dir_L0.01_weight <= 29578.76,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
138,[182.1903138 182.1903138 64.65985665 64.65985665 1953.169733 1953.169733 49.32582026 49.32582026 8887.991512999999],,11.01 < MI_dir_L0.1_weight <= 3427.45,11.01 < H_L0.1_weight <= 3427.45,100.09 < MI_dir_L0.01_weight <= 11161.10,3.06 < MI_dir_L1_weight <= 372.30,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,2.62 < H_L5_weight <= 92.61,2.62 < MI_dir_L5_weight <= 92.61,,2,,2
139,[271.011686 271.011686 91.01725414 91.01725414 3692.275637 3692.275637 56.29367318 56.29367318 14696.93731],,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,11161.10 < MI_dir_L0.01_weight <= 29578.76,3.06 < MI_dir_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,3.06 < H_L1_weight <= 372.30,2.62 < H_L5_weight <= 92.61,2.62 < MI_dir_L5_weight <= 92.61,2.95 < H_L3_weight <= 140.94,,2,,2
140,[1078.382227 1078.382227 366.7015757 366.7015757 7352.10389 7352.10389 206.213187 206.213187 59395.08166],,MI_dir_L0.01_weight > 29578.76,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,MI_dir_L3_weight > 252.04,H_L1_weight > 710.26,H_L3_weight > 252.04,MI_dir_L5_weight > 155.08,H_L5_weight > 155.08,,2,,2
141,[620.9298183999998 620.9298183999998 228.2856417 228.2856417 5839.494652 5839.494652 146.13494319999995 146.13494319999995 14660.03359],,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,372.30 < MI_dir_L1_weight <= 710.26,11161.10 < MI_dir_L0.01_weight <= 29578.76,372.30 < H_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
142,[652.6790521 652.6790521 238.7710643 238.7710643 6553.908403 6553.908403 155.071517 155.071517 28391.27644],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,11161.10 < MI_dir_L0.01_weight <= 29578.76,372.30 < MI_dir_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,372.30 < H_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
143,[472.3146926 472.3146926 185.7455045 185.7455045 3006.410564 3006.410564 117.4356186 117.4356186 4859.37879],,11.01 < MI_dir_L0.1_weight <= 3427.45,11.01 < H_L0.1_weight <= 3427.45,100.09 < MI_dir_L0.01_weight <= 11161.10,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
144,[607.6304190000002 607.6304190000002 177.92537119999997 177.92537119999997 6394.302485 6394.302485 98.22223178 98.22223178 61384.92811],,MI_dir_L0.01_weight > 29578.76,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,140.94 < MI_dir_L3_weight <= 252.04,372.30 < MI_dir_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,372.30 < H_L1_weight <= 710.26,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
145,[648.0018339 648.0018339 242.4219125 242.4219125 6201.891311 6201.891311 164.115071 164.115071 38813.41],,MI_dir_L0.01_weight > 29578.76,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,H_L5_weight > 155.08,140.94 < MI_dir_L3_weight <= 252.04,MI_dir_L5_weight > 155.08,140.94 < H_L3_weight <= 252.04,,2,,2
146,[532.7650496 532.7650496 209.48530380000003 209.48530380000003 5713.612452 5713.612452 126.9242073 126.9242073 50641.78066],,MI_dir_L0.01_weight > 29578.76,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,92.61 < MI_dir_L5_weight <= 155.08,92.61 < H_L5_weight <= 155.08,,2,,2
147,[615.45533 615.45533 186.058203 186.058203 5228.189754 5228.189754 102.1345089 102.1345089 10080.52431],,100.09 < MI_dir_L0.01_weight <= 11161.10,3427.45 < H_L0.1_weight <= 6431.98,3427.45 < MI_dir_L0.1_weight <= 6431.98,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
148,[718.6254794 718.6254794 265.7620528 265.7620528 6475.036917 6475.036917 172.979453 172.979453 29492.1127],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,MI_dir_L3_weight > 252.04,11161.10 < MI_dir_L0.01_weight <= 29578.76,H_L1_weight > 710.26,H_L3_weight > 252.04,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,2,,2
149,[565.4729419 565.4729419 171.2836631 171.2836631 4513.768253 4513.768253 101.0923209 101.0923209 29564.82617],,3427.45 < H_L0.1_weight <= 6431.98,3427.45 < MI_dir_L0.1_weight <= 6431.98,11161.10 < MI_dir_L0.01_weight <= 29578.76,372.30 < MI_dir_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,372.30 < H_L1_weight <= 710.26,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
150,[191.4522581 191.4522581 65.52805019 65.52805019 2004.572922 2004.572922 48.85747116 48.85747116 19706.42094],,11.01 < H_L0.1_weight <= 3427.45,11.01 < MI_dir_L0.1_weight <= 3427.45,11161.10 < MI_dir_L0.01_weight <= 29578.76,3.06 < MI_dir_L1_weight <= 372.30,3.06 < H_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,2.62 < H_L5_weight <= 92.61,2.95 < MI_dir_L3_weight <= 140.94,2.62 < MI_dir_L5_weight <= 92.61,,2,,2
